1.24,-1.3875e-12,4.4e-12,-2.8216e-12,-5.5511e-17,-1.7343e-11,3.527e-11
21.14,-1.4365e-12,9.9999e-13,3.6448e-12,1.1102e-16,-1.7956e-11,-4.5559e-11
21.24,-1.1703e-05,0.00019956,0.00042339,-3.7644e-05,-0.0006093,0.0029023
21.34,-0.00054335,0.0056735,0.00048115,0.0013064,-0.0062133,0.0024414
21.44,-7.2796e-05,0.0040154,0.00054439,-0.00080214,0.0047109,-0.00010754
21.54,-0.00015923,0.00055557,0.00040887,-0.00019142,0.0014215,-0.00015812
21.64,-0.00033239,0.004238,0.00035959,0.00028801,0.00070403,-0.00018475
21.74,-0.00023357,0.0029041,0.00020185,-1.099e-05,-3.5709e-05,6.1515e-05
21.84,0.00011471,0.0017055,0.00018093,-6.9018e-05,-0.00045376,-0.00057638
21.94,0.0024125,-0.024529,0.0011852,-0.00049337,-0.0015488,0.0011004
22.04,-0.0017452,0.02651,-0.0011379,0.00024574,0.0013887,0.0025482
22.14,-0.001822,0.049892,-0.0019564,-0.0013925,-0.0023065,-0.0087103
22.24,0.0026022,-0.041128,0.0015358,0.0006017,0.0013059,0.0051757
22.34,0.00067823,-0.013881,0.00081564,0.00020333,0.00026169,0.00092019
22.44,0.00025448,-0.002881,0.00039779,1.3927e-05,0.00035083,0.00010188
22.54,-1.5363e-06,-0.0092998,0.00029022,0.00031513,-0.00018918,-0.00037619
22.64,-0.00024712,-0.0053394,-0.00010152,0.00013991,0.00016203,3.1229e-05
22.74,0.0022204,0.0084207,0.0010346,-0.00019243,-0.00018727,0.00039859
22.84,-0.0016436,-0.0055071,-0.0010201,0.0002432,8.0057e-05,-0.00024508
22.94,0.0016102,-0.0041146,0.00047893,0.0001744,-0.00039237,-0.00012294
23.04,0.00013059,-0.0033163,-0.0002239,-0.00023821,-0.0001637,-0.00020347
23.14,0.0010754,-0.0064836,0.00013906,0.00020745,-0.00033398,-0.0005319
23.24,-0.0031437,0.011093,-0.0012551,-0.00038092,0.000909,-1.7428e-05
23.34,0.0007652,-0.0054996,0.00017456,-0.00013045,-0.0007296,-0.00067413
