0.625,0.065792
0.875,0.064639
1.125,0.05492
1.375,0.056362
1.625,0.053381
1.875,0.055654
2.125,0.040165
2.375,0.036847
2.625,0.1242
2.875,0.12677
3.125,0.11861
3.375,0.11563
3.625,0.064071
3.875,0.063105
4.125,0.058902
4.375,0.059953
4.625,0.12701
4.875,0.12497
5.125,0.12459
5.375,0.12674
5.625,0.063952
5.875,0.062716
6.125,0.054563
6.375,0.05597
6.625,0.070427
6.875,0.068041
7.125,0.062525
7.375,0.065196
7.625,0.069741
7.875,0.068462
8.125,0.067431
8.375,0.068597
8.625,0.061403
8.875,0.060006
9.125,0.060992
9.375,0.062275
9.625,0.1011
9.875,0.093805
10.125,0.094128
10.375,0.10186
10.625,0.044759
10.875,0.042976
11.125,0.049258
11.375,0.051362
11.625,0.077281
11.875,0.083362
12.125,0.081837
12.375,0.075283
12.625,0.056616
12.875,0.051493
13.125,0.038991
13.375,0.045604
13.625,0.051996
13.875,0.051204
14.125,0.0429
14.375,0.043863
14.625,0.062844
14.875,0.064903
15.125,0.060484
15.375,0.058219
15.625,0.078291
15.875,0.081252
16.125,0.077323
16.375,0.074622
16.625,0.09561
16.875,0.098388
17.125,0.09685
17.375,0.094009
17.625,0.11086
17.875,0.11505
18.125,0.11008
18.375,0.10566
18.625,0.13983
18.875,0.14133
19.125,0.1376
19.375,0.13605
19.625,0.16385
19.875,0.16547
20.125,0.16212
20.375,0.16047
20.625,0.038898
20.875,0.040502
21.125,0.037895
21.375,0.036153
21.625,0.047791
21.875,0.054929
22.125,0.053169
22.375,0.04577
