6.07,6.5127e-06,6.9035e-05
6.17,0.00098819,0.0053001
6.27,0.0029232,0.0015651
6.37,0.010534,0.0019127
6.47,0.0016621,0.00087616
6.57,0.0037252,0.0042662
6.67,0.013845,0.00084668
6.77,0.010787,0.001902
6.87,0.0010099,0.0014891
6.97,0.026843,0.0027055
7.07,0.02488,0.0058172
7.17,0.0082285,0.0032496
7.27,0.013432,0.0027289
7.37,0.003239,0.0023103
7.47,0.0083175,0.000676
7.57,0.010538,0.001027
7.67,0.0066962,0.00054057
7.77,0.0025225,0.00078275
7.87,0.005041,0.00012193
7.97,0.00082681,0.00037462
8.07,0.010391,0.00075368
8.17,0.0024261,0.00065164
8.27,0.0053906,0.00047534
8.37,0.044591,0.0028448
8.47,0.034198,0.0024109
8.57,0.00069886,0.00092827
8.67,0.0029395,0.00029019
8.77,0.0010503,0.00031237
8.87,0.0091116,0.00027436
8.97,0.0077632,0.0011641
9.07,0.0018371,0.0012426
9.17,0.0011511,0.00035165
9.27,0.0011859,0.00038921
9.37,0.001073,0.00022302
9.47,0.0010439,0.00030558
9.57,0.0049916,0.00097575
9.67,0.0016744,0.0004995
9.77,0.0030726,0.00051407
9.87,0.0023794,0.00058985
9.97,0.0014669,0.00016361
10.07,0.0021468,0.00044483
10.17,0.0016507,0.0007442
10.27,0.0017634,0.0011825
10.37,0.0018024,0.0010858
10.47,0.0033305,0.0042335
10.57,0.0018208,0.0024524
10.67,0.0012457,0.0010578
10.77,0.0023855,0.0029101
10.87,0.0041219,0.0030305
10.97,0.0075881,0.0067921
11.07,0.002498,0.00079036
11.17,0.010851,0.0021571
11.27,0.010892,0.0027525
11.37,0.00098044,0.0017143
11.47,0.00085106,0.00095024
11.57,0.00083835,0.0018964
11.67,0.0010018,0.00091927
11.77,0.0010049,0.00080766
11.87,0.0010276,0.0011065
11.97,0.011207,0.0011115
12.07,0.023812,0.0024843
12.17,0.026057,0.0024705
12.27,0.037928,0.0036866
12.37,0.00059358,0.0013874
12.47,0.014873,0.001239
12.57,0.01584,0.0020863
12.67,0.029087,0.0033649
12.77,0.0011125,0.0027867
12.87,0.00090968,0.0018311
12.97,0.00071438,0.0041458
13.07,0.00099812,0.00058433
13.17,0.032959,0.0047359
13.27,0.034178,0.0022663
13.37,0.0013963,0.0030783
13.47,0.0016464,0.0043883
13.57,0.001703,0.0032484
13.67,0.001429,0.0012253
13.77,0.031129,0.0074102
13.87,0.031876,0.0055782
13.97,0.030351,0.0065974
14.07,0.030875,0.0061286
14.17,0.0016338,0.0013882
14.27,0.0019112,0.00090797
14.37,0.0019352,0.0020271
14.47,0.0016732,0.0014086
14.57,0.013319,0.003888
14.67,0.0027422,0.0029199
14.77,0.0137,0.0061229
14.87,0.012889,0.0019558
14.97,0.011914,0.0065287
15.07,0.0017328,0.005527
15.17,0.0015621,0.0011821
15.27,0.021772,0.0071512
15.37,0.020303,0.0065316
15.47,0.010442,0.0014547
15.57,0.028016,0.015763
15.67,0.018818,0.012562
15.77,0.0014749,0.000547
15.87,0.00167,0.00074664
15.97,0.0019124,0.00075234
16.07,0.0077054,0.005857
16.17,0.0088122,0.0045485
16.27,0.0069413,0.0033855
16.37,0.058041,0.023753
16.47,0.049365,0.020733
16.57,0.0060172,0.004378
16.67,0.013418,0.0094707
16.77,0.0066819,0.00081332
16.87,0.0011362,0.0022568
16.97,0.007286,0.004553
17.07,0.0069442,0.00081229
17.17,0.023019,0.009651
17.27,0.03237,0.0092128
17.37,0.0015283,0.0051043
17.47,0.0017371,0.011958
17.57,0.0085417,0.0068725
17.67,0.0017783,0.0018989
17.77,0.00174,0.0013668
17.87,0.040868,0.009658
17.97,0.042088,0.012159
18.07,0.0017644,0.0012185
18.17,0.012024,0.0031153
18.27,0.010274,0.0037558
18.37,0.0015423,0.0042912
18.47,0.023963,0.00531
18.57,0.022751,0.0043443
18.67,0.03492,0.0062205
18.77,0.03593,0.0079405
18.87,0.0013885,0.00069072
18.97,0.0011233,0.00057735
19.07,0.036874,0.0071036
19.17,0.06387,0.013355
19.27,0.090241,0.018111
19.37,0.1116,0.021449
19.47,0.081906,0.017501
19.57,0.055873,0.0089812
19.67,0.044155,0.0080775
19.77,0.01387,0.0013647
19.87,0.015473,0.0021215
19.97,0.015576,0.0022403
20.07,0.015301,0.0026986
20.17,0.00082004,0.00041827
20.27,0.016184,0.0025497
20.37,0.030553,0.005533
20.47,0.016699,0.0018609
20.57,0.0012239,0.0012969
20.67,0.0010014,0.00075268
20.77,0.00097588,0.001605
20.87,0.0013752,0.00042502
20.97,0.0018016,0.00032508
21.07,0.014144,0.0020127
21.17,0.002547,0.00057677
21.27,0.016977,0.0024097
21.37,0.016145,0.0022653
21.47,0.012612,0.0021004
21.57,0.011775,0.0021472
21.67,0.041029,0.005774
21.77,0.024633,0.0038931
21.87,0.010773,0.0022351
21.97,0.037129,0.0054269
22.07,0.022288,0.003764
22.17,0.0022901,0.00036843
22.27,0.012023,0.0022162
22.37,0.0015886,0.00023415
22.47,0.0083275,0.0021049
22.57,0.0020495,0.00081226
22.67,0.0019759,0.0008875
22.77,0.053773,0.011582
22.87,0.05055,0.011416
22.97,0.0014691,0.0005952
23.07,0.024685,0.0048796
23.17,0.022673,0.0046041
23.27,0.0048798,0.0010036
23.37,0.0060876,0.0011616
23.47,0.0019473,0.00083859
23.57,0.002545,0.0014249
23.67,0.0049397,0.001793
23.77,0.0038514,0.0012137
23.87,0.0055464,0.0036987
23.97,0.0031929,0.00057263
24.07,0.010599,0.004372
24.17,0.012305,0.0051554
24.27,0.002276,0.00079918
24.37,0.001619,0.0005662
24.47,0.011271,0.0052977
24.57,0.021058,0.014662
24.67,0.03643,0.017682
24.77,0.025174,0.0046348
24.87,0.0052369,0.0028364
24.97,0.0012896,0.0014997
25.07,0.0090294,0.003465
25.17,0.00065171,0.0006155
25.27,0.013172,0.0022656
25.37,0.0091876,0.0017371
25.47,0.0054131,0.0011592
25.57,0.001866,0.00051552
25.67,0.0018436,0.00091202
25.77,0.011125,0.0015078
25.87,0.0077554,0.00074971
25.97,0.0013101,0.00039633
26.07,0.0011277,0.0012378
26.17,0.010033,0.002163
26.27,0.011271,0.0019736
26.37,0.011362,0.0025242
26.47,0.022005,0.0034441
26.57,0.033607,0.0043818
26.67,0.01171,0.0012132
26.77,0.056441,0.0086671
26.87,0.10378,0.016796
26.97,0.091191,0.012262
27.07,0.022157,0.007851
27.17,0.012727,0.0036012
27.27,0.0012741,0.0013092
27.37,0.012197,0.002048
27.47,0.022734,0.0039596
27.57,0.031865,0.0058538
27.67,0.0011596,0.00068197
27.77,0.0010334,0.0010249
27.87,0.00086634,0.00075818
27.97,0.00074971,0.0013613
28.07,0.00048515,0.00072906
28.17,0.00064531,0.0003598
28.27,0.018895,0.0044934
28.37,0.02633,0.0047757
28.47,0.009519,0.0017836
28.57,0.00089198,0.0012008
28.67,0.0010289,0.00085358
28.77,0.013515,0.0059222
28.87,0.015858,0.0058697
28.97,0.0015132,0.0014095
29.07,0.0078186,0.0054922
29.17,0.0042609,0.0037276
29.27,0.0019996,0.0008717
29.37,0.002145,0.00099273
29.47,0.002388,0.0023076
29.57,0.0022854,0.001025
29.67,0.0021837,0.0015771
29.77,0.0056925,0.0027926
29.87,0.0030814,0.00039522
29.97,0.0080989,0.0023319
30.07,0.010509,0.0013351
30.17,0.0024654,0.0013705
30.27,0.0094929,0.0031336
30.37,0.010883,0.0087155
30.47,0.0033022,0.0028995
30.57,0.012845,0.0039876
30.67,0.038068,0.019617
30.77,0.011658,0.006654
30.87,0.0015071,0.0012521
30.97,0.013335,0.0030356
31.07,0.010548,0.0030573
31.17,0.00163,0.0012814
31.27,0.0016745,0.00097058
31.37,0.012348,0.0028274
31.47,0.0017606,0.0016559
31.57,0.014615,0.0068461
31.67,0.0018988,0.0011074
31.77,0.0014955,0.0013844
31.87,0.0015114,0.0011841
31.97,0.001553,0.0011368
32.07,0.015457,0.0073712
32.17,0.0027391,0.010496
32.27,0.13975,0.041188
32.37,0.15411,0.044055
32.47,0.0013676,0.0056399
32.57,0.0021669,0.0012218
32.67,0.0020217,0.0013144
32.77,0.0022781,0.0024464
32.87,0.0019094,0.0010118
32.97,0.015576,0.0056145
33.07,0.068867,0.021378
33.17,0.066584,0.018683
33.27,0.015906,0.01158
33.37,0.053526,0.018652
33.47,0.03244,0.013186
33.57,0.05314,0.01901
