1.24,-1.3875e-12,4.4e-12,-2.8216e-12,-5.5511e-17,-1.7343e-11,3.527e-11
15.14,-1.4365e-12,9.9999e-13,3.6448e-12,1.1102e-16,-1.7956e-11,-4.5559e-11
15.24,5.4684e-05,0.00012037,9.7271e-05,7.618e-05,-0.0016111,0.0024634
15.34,-0.0013603,0.0075925,-2.4593e-05,0.0030465,-0.016091,0.00063103
15.44,-0.0018167,0.023832,-3.645e-05,0.0038869,-0.0086246,0.0038198
15.54,-0.0039379,0.049503,-0.00027414,0.0056025,0.00028457,0.0047256
15.74,-0.0074195,0.081047,-0.00098841,0.0064185,0.0097151,0.0037407
15.84,-0.010564,0.10424,-0.0024933,0.00622,0.016128,0.00080527
15.94,-0.011982,0.11732,-0.0044123,0.0049577,0.012753,-0.009578
16.04,-0.0093974,0.099926,-0.0044378,0.002851,0.0070103,-0.0058679
16.14,-0.012275,0.15772,-0.0081116,0.0016612,0.0041558,-0.010816
21.14,-0.0097513,0.18283,-0.008877,-0.0013991,-0.0014695,-0.0074596
21.24,-0.0032876,0.083837,-0.002989,-0.0016246,0.00061644,0.00091113
21.34,-0.0019331,0.094744,-0.0024724,-0.0039775,0.0097735,0.00044585
21.44,0.00076558,0.070605,-0.0007203,-0.0073451,0.014561,-0.0013829
21.54,0.0044383,0.015701,0.0010423,-0.0078202,8.8562e-05,-0.0010963
21.64,0.0085342,-0.029141,0.0027753,-0.00785,-0.011638,-0.00071147
21.74,0.015058,-0.061767,0.0057212,-0.0074856,-0.017435,0.0059005
21.84,0.014819,-0.11028,0.0057168,-0.0047951,-0.014071,0.0067775
21.94,0.019637,-0.13455,0.008597,-0.0027013,-0.011088,0.0079024
22.04,0.01847,-0.15556,0.0088265,-0.00075016,-0.0049356,0.013371
22.14,0.018225,-0.17244,0.0098506,0.0009788,-0.0040215,-0.0011301
22.24,0.01258,-0.15444,0.0074521,0.0025766,-0.00059346,0.0041295
22.34,0.013503,-0.16393,0.0081086,0.0033004,-0.0053035,7.3738e-05
22.44,0.0083834,-0.13296,0.0050412,0.0030943,-0.0040573,-0.00053101
22.54,0.0094176,-0.13131,0.0046151,0.002758,-0.0016381,0.00090761
22.64,0.0048861,-0.097482,0.001926,0.0017399,0.0015643,0.00027004
22.74,0.002,-0.070109,0.00013689,0.00089022,-0.0014033,0.0004843
22.84,-0.00082033,-0.043555,-0.0015332,0.0001833,-0.00079296,-0.00022106
22.94,-0.0043304,-0.016095,-0.0030141,-0.00055672,0.0015777,-0.00046525
23.04,-0.0069399,0.0070979,-0.003836,-0.00096761,0.0015789,-0.0014476
23.14,-0.0069688,0.0067721,-0.0060603,-0.00098503,0.0068123,-0.0039223
23.24,-0.0099464,0.032061,-0.006513,-0.00095788,-0.00023778,-0.0032822
23.34,-0.01149,0.046279,-0.0067319,-0.00079273,0.0044446,-0.0046214
23.44,-0.012654,0.053687,-0.007087,-7.1061e-05,0.0052125,-0.0029023
23.54,-0.013192,0.057203,-0.0066141,-4.4581e-05,0.0040208,-0.0035171
23.64,-0.011874,0.054152,-0.0052622,-4.5624e-05,0.0032118,-0.0043925
23.74,-0.014562,0.059156,-0.004899,0.00019258,0.0061316,-0.0014637
23.84,-0.012456,0.048654,-0.0032693,0.0002366,0.0042371,-0.00023523
23.94,-0.012527,0.044983,-0.0023087,0.00042896,0.0031787,-0.00084588
24.04,-0.0080247,0.030277,-0.0004892,0.00029134,-0.00060534,0.00072835
24.14,-0.0087107,0.027807,-6.071e-05,0.00038479,-0.0053733,0.0011678
24.24,-0.0087335,0.022475,0.00055917,0.00010609,-0.00047374,0.0026993
24.34,-0.0074549,0.014162,0.0013712,-0.0001227,0.0070352,0.0037864
24.44,-0.0074207,0.0082188,0.0016485,-9.3033e-05,0.0080286,-0.0020119
24.54,-0.0032696,-0.0019,0.0022657,-0.0002132,0.0054741,-0.005408
24.64,-0.00037435,-0.0083801,0.0026965,-0.0003002,0.0038655,-0.0063157
24.74,0.0013566,-0.011412,0.0043759,-0.0004694,0.0055202,-0.0084987
24.84,0.0050684,-0.013212,0.0074068,-0.0011299,0.0040256,-0.0087994
24.94,0.00693,-0.014814,0.0052169,-0.00040425,-0.00077473,-0.004026
25.04,0.018252,-0.011961,0.023365,-0.0027574,0.013197,-0.012633
25.14,0.014373,-0.01311,0.01364,-0.0014665,0.0085815,-0.0037002
25.24,0.024751,-0.012829,0.026019,-0.0026156,0.0095247,-0.0036005
25.34,0.026881,-0.011602,0.026265,-0.0025158,0.0032434,-0.0031668
25.44,0.032133,-0.010285,0.030622,-0.0029272,0.00042157,-0.0033367
