0.081512, 0.0599091, 0.00406003, 0.238483
0.0862448, 0.0558982, 0.00468993, 0.239193
0.0896499, 0.0561039, 0.00420403, 0.23389
0.083761, 0.06129, 0.00416088, 0.2374
0.0814371, 0.0584359, 0.00523114, 0.245286
0.0878668, 0.060595, 0.00526595, 0.233972
0.087296, 0.059689, 0.00461793, 0.252985
0.0918679, 0.0608439, 0.00462818, 0.265764
0.089709, 0.0611, 0.00389981, 0.241935
0.088768, 0.070591, 0.00471091, 0.254549
0.0868571, 0.0700479, 0.004318, 0.246897
0.0959449, 0.064533, 0.00458097, 0.272331
0.086416, 0.0656929, 0.0054791, 0.256988
0.087713, 0.0700381, 0.0063839, 0.26414
0.10245, 0.0732348, 0.00529909, 0.268884
0.100244, 0.0670021, 0.00529504, 0.278315
0.108021, 0.066874, 0.0049479, 0.279032
0.0899611, 0.0638959, 0.0056479, 0.285928
0.0956922, 0.0702698, 0.00582314, 0.280594
0.100155, 0.067389, 0.00487399, 0.279244
0.0975699, 0.077703, 0.00480294, 0.271417
0.0954971, 0.0725389, 0.00521517, 0.278651
0.108752, 0.0720842, 0.00522685, 0.289684
0.101872, 0.067107, 0.0045619, 0.284995
0.104163, 0.07143, 0.00674891, 0.281906
0.098851, 0.0717368, 0.00473714, 0.281746
0.113051, 0.071141, 0.00660491, 0.297146
0.122142, 0.074724, 0.00518608, 0.289867
0.118608, 0.0709789, 0.00530195, 0.30545
0.103467, 0.084837, 0.0058291, 0.300479
0.101029, 0.0661769, 0.00543618, 0.295431
0.109722, 0.0803759, 0.00525308, 0.299988
0.113977, 0.071811, 0.00581598, 0.306553
0.106121, 0.076952, 0.00545907, 0.322162
0.113185, 0.08622, 0.00496006, 0.317065
0.107002, 0.0787029, 0.00604391, 0.312022
0.123385, 0.08568, 0.00515008, 0.322981
0.112067, 0.0765059, 0.00660706, 0.33782
0.125034, 0.075614, 0.00564909, 0.333948
0.109054, 0.0869529, 0.00511312, 0.326912
0.117612, 0.0784891, 0.00541496, 0.343325
0.113832, 0.0945079, 0.00759411, 0.347662
0.145305, 0.105074, 0.00667715, 0.364714
0.1928, 0.105238, 0.00612283, 0.434301
0.120867, 0.139137, 0.007761, 0.408428
0.142868, 0.083328, 0.0234501, 0.384938
0.128684, 0.107448, 0.00591588, 0.362811
0.15438, 0.0935681, 0.00756001, 0.385467
0.115838, 0.0806501, 0.00700498, 0.337265
0.134729, 0.0934, 0.00726509, 0.385668
0.118652, 0.086947, 0.00580788, 0.346969
0.114826, 0.0846112, 0.0061419, 0.348459
0.121914, 0.0936661, 0.00603986, 0.366371
0.134573, 0.09391, 0.0062871, 0.380583
0.11481, 0.0914671, 0.006392, 0.348715
0.12563, 0.104044, 0.00823212, 0.374375
0.135171, 0.087055, 0.00661898, 0.352654
0.124188, 0.0843019, 0.00726509, 0.36865
0.132064, 0.094583, 0.00669193, 0.401747
0.124461, 0.091866, 0.00621891, 0.379605
0.123582, 0.0904291, 0.00737405, 0.377436
0.188309, 0.129185, 0.007833, 0.375781
0.141875, 0.100291, 0.00664306, 0.379748
0.138836, 0.097225, 0.00671315, 0.40885
0.139338, 0.104127, 0.00686502, 0.398028
0.145272, 0.121593, 0.00863314, 0.393145
0.14493, 0.110591, 0.00713396, 0.417431
0.141363, 0.109706, 0.00729799, 0.429776
0.153236, 0.109253, 0.00804281, 0.430978
0.140153, 0.115478, 0.00763011, 0.412526
0.149829, 0.105275, 0.00765514, 0.424047
0.143267, 0.111463, 0.00762081, 0.444689
0.141336, 0.105309, 0.00674987, 0.42163
0.139232, 0.110512, 0.00685787, 0.412726
0.141982, 0.110858, 0.00825715, 0.425307
0.153105, 0.129477, 0.00732994, 0.466715
0.142564, 0.122552, 0.00725913, 0.443576
0.152979, 0.120355, 0.00726604, 0.454285
0.153488, 0.117816, 0.00704885, 0.445249
0.150213, 0.115088, 0.0100739, 0.439103
0.144018, 0.123039, 0.00986099, 0.433274
0.151171, 0.126736, 0.00776386, 0.434017
0.14529, 0.126653, 0.00758696, 0.44248
0.154435, 0.124412, 0.00881386, 0.460544
0.151142, 0.138748, 0.00858283, 0.47606
0.151829, 0.127381, 0.008847, 0.46255
0.150386, 0.129999, 0.00828695, 0.477436
0.158987, 0.147882, 0.00880599, 0.534124
0.158706, 0.13931, 0.00774097, 0.47599
0.169424, 0.138539, 0.008183, 0.488189
0.163413, 0.132607, 0.00832295, 0.486589
0.156151, 0.142205, 0.00868821, 0.48633
0.162176, 0.143038, 0.00865102, 0.491138
0.176017, 0.156648, 0.00880289, 0.527362
0.171913, 0.154771, 0.00815701, 0.530604
0.181494, 0.158739, 0.00984097, 0.532286
0.170197, 0.144349, 0.00948811, 0.49718
0.180903, 0.179162, 0.013201, 0.545388
0.167038, 0.171327, 0.008955, 0.518877
0.176924, 0.162664, 0.00876093, 0.510444
0.1829, 0.159963, 0.0087359, 0.515022
0.165916, 0.143716, 0.00922608, 0.51492
0.167955, 0.166868, 0.0132699, 0.544467
0.186773, 0.186823, 0.00943995, 0.556219
0.185743, 0.170119, 0.00894594, 0.570667
0.1801, 0.193631, 0.00902915, 0.56369
0.190662, 0.16132, 0.00950599, 0.569997
0.188868, 0.158917, 0.00911498, 0.553573
0.182799, 0.154735, 0.0115011, 0.544491
0.182072, 0.159648, 0.010442, 0.54575
0.178909, 0.158645, 0.0112729, 0.552026
0.180703, 0.158087, 0.00928283, 0.565818
0.193173, 0.174589, 0.0108211, 0.582974
0.221122, 0.175856, 0.010777, 0.597999
0.216389, 0.192175, 0.00971913, 0.569972
0.19934, 0.176057, 0.010041, 0.5866
0.186505, 0.176539, 0.011023, 0.587537
0.190611, 0.189198, 0.0307291, 0.717321
0.190476, 0.175265, 0.010854, 0.580214
0.195298, 0.172091, 0.0109169, 0.571555
0.188206, 0.167715, 0.0108569, 0.577372
0.18607, 0.176621, 0.0120399, 0.574127
0.184875, 0.16112, 0.011554, 0.56159
0.187879, 0.167442, 0.0105259, 0.589693
0.194658, 0.177047, 0.011282, 0.583424
0.209515, 0.184048, 0.0102439, 0.583359
0.189344, 0.172143, 0.00958395, 0.581976
0.201971, 0.172453, 0.00951719, 0.60547
0.211973, 0.183999, 0.0106051, 0.625078
0.198158, 0.173521, 0.0105991, 0.608207
0.19345, 0.17818, 0.010927, 0.61053
0.181104, 0.155135, 0.0108812, 0.543947
0.191778, 0.165455, 0.00972605, 0.564191
0.206491, 0.187055, 0.01229, 0.630626
0.20687, 0.164843, 0.00964499, 0.57517
0.198076, 0.177222, 0.012826, 0.573418
0.204976, 0.190375, 0.0118191, 0.647108
0.194444, 0.166828, 0.01036, 0.588127
0.187404, 0.17403, 0.00960708, 0.587034
0.186476, 0.163814, 0.011452, 0.562528
0.187036, 0.17054, 0.00966692, 0.563124
0.184446, 0.167557, 0.0112381, 0.560944
0.208454, 0.19312, 0.011477, 0.637453
0.190393, 0.161549, 0.00957489, 0.555149
0.191809, 0.16956, 0.0101151, 0.571577
0.193014, 0.176857, 0.0127921, 0.602494
0.201077, 0.182938, 0.0112309, 0.586213
0.194944, 0.195611, 0.010006, 0.603494
0.217564, 0.173755, 0.0106962, 0.58421
0.192477, 0.164653, 0.0100579, 0.569599
0.191071, 0.174199, 0.0106289, 0.569336
0.186124, 0.167766, 0.0110769, 0.5828
0.184396, 0.172603, 0.010386, 0.64175
